id,species,height,dbh,lat,lng,condition
965,fagus sylvatica,18,12.7,52.362117,4.898261,excellent
966,fagus sylvatica,18,12.7,52.362138,4.898394,fair
967,betula pendula,24,17.78,52.36218,4.898608,good
968,tilia cordata,24,17.78,52.362273,4.89915,excellent
969,ulmus minor,15,10.16,52.359148,4.899123,fair
970,quercus robur,24,17.78,52.363162,4.885681,fair
971,ulmus minor,15,10.16,52.366842,4.900868,good
972,crataegus monogyna,15,10.16,52.36691,4.900692,fair
973,quercus robur,24,17.78,52.359829,4.898626,excellent
974,acer pseudoplatanus,24,17.78,52.35965,4.900763,fair
975,fraxinus excelsior,24,17.78,52.35967,4.900907,good
976,fagus sylvatica,15,10.16,52.359622,4.900928,excellent
977,acer pseudoplatanus,18,12.7,52.35948,4.900031,fair
978,acer platanoides,18,12.7,52.365022,4.900904,excellent
979,quercus robur,18,12.7,52.35942,4.899099,fair
980,betula pendula,18,12.7,52.359439,4.899244,good
981,fagus sylvatica,18,12.7,52.359388,4.899423,excellent
982,acer platanoides,18,12.7,52.359343,4.899131,good
983,crataegus monogyna,15,10.16,52.359246,4.899084,good
984,tilia cordata,15,10.16,52.360825,4.900856,excellent
985,fraxinus excelsior,18,12.7,52.359558,4.900147,fair
986,ulmus minor,24,17.78,52.359628,4.900627,good
987,fraxinus excelsior,18,12.7,52.359699,4.900821,excellent
988,betula pendula,18,12.7,52.3606,4.900798,fair
989,alnus glutinosa,24,17.78,52.360527,4.900837,good
990,fraxinus excelsior,15,10.16,52.361716,4.894115,excellent
991,quercus robur,24,17.78,52.360951,4.899627,fair
992,quercus robur,24,17.78,52.360693,4.899749,good
993,tilia cordata,24,17.78,52.360628,4.899816,excellent
994,quercus robur,24,17.78,52.360097,4.900824,fair
995,ulmus minor,18,12.7,52.36251,4.896164,excellent
996,quercus robur,24,17.78,52.360336,4.899107,excellent
997,fagus sylvatica,24,17.78,52.360182,4.898868,fair
998,quercus robur,18,12.7,52.362176,4.890766,excellent
999,tilia cordata,24,20.32,52.360897,4.899915,good
1000,ulmus minor,24,20.32,52.360914,4.900009,excellent
1001,crataegus monogyna,18,12.7,52.359454,4.899397,excellent
1002,ulmus minor,18,12.7,52.359487,4.899322,fair
1003,quercus robur,18,12.7,52.359484,4.899235,good
1004,acer platanoides,18,12.7,52.359575,4.899862,excellent
1005,quercus robur,18,12.7,52.359498,4.899925,fair
1006,alnus glutinosa,18,12.7,52.35954,4.900007,good
1007,crataegus monogyna,18,12.7,52.36203,4.899229,excellent
1008,fraxinus excelsior,15,10.16,52.359687,4.887185,excellent
1009,quercus robur,15,10.16,52.359622,4.896358,fair
1010,fraxinus excelsior,15,10.16,52.365617,4.899636,fair
1011,acer platanoides,15,10.16,52.362516,4.888338,fair
1012,quercus robur,9,7.62,52.360415,4.896042,excellent
1013,ulmus minor,15,10.16,52.365172,4.891852,fair
1014,quercus robur,15,10.16,52.362343,4.899505,fair
1015,betula pendula,9,7.62,52.358992,4.886541,fair
1016,quercus robur,9,7.62,52.359721,4.887765,excellent
1017,fraxinus excelsior,9,7.62,52.359661,4.88784,excellent
1018,crataegus monogyna,15,10.16,52.359154,4.88656,fair
1019,ulmus minor,9,7.62,52.359504,4.886588,excellent
1020,acer pseudoplatanus,24,17.78,52.359249,4.887351,good
1021,fagus sylvatica,15,10.16,52.358646,4.886508,excellent
1022,fraxinus excelsior,15,10.16,52.360842,4.900628,excellent
1023,ulmus minor,15,10.16,52.361105,4.895992,good
1024,tilia cordata,15,10.16,52.361355,4.896233,fair
1025,betula pendula,24,17.78,52.360111,4.898227,excellent
1026,quercus robur,9,7.62,52.360155,4.901011,fair
1027,quercus robur,15,10.16,52.359957,4.896325,good
1028,ulmus minor,15,10.16,52.366974,4.900531,excellent
1029,ulmus minor,9,7.62,52.365353,4.898241,fair
1030,quercus robur,9,7.62,52.36539,4.898439,good
1031,quercus robur,15,10.16,52.365349,4.899629,excellent
1032,acer platanoides,9,7.62,52.365374,4.899758,good
1033,ulmus minor,18,12.7,52.365408,4.89995,excellent
1034,ulmus minor,15,10.16,52.365284,4.899305,excellent
1035,ulmus minor,15,10.16,52.365317,4.900758,good
1036,tilia cordata,9,7.62,52.365171,4.900833,good
1037,fraxinus excelsior,24,17.78,52.365174,4.897304,excellent
1038,quercus robur,15,10.16,52.365184,4.898785,fair
1039,fagus sylvatica,18,12.7,52.365208,4.897474,good
1040,acer pseudoplatanus,9,7.62,52.359741,4.896345,excellent
1041,tilia cordata,18,12.7,52.359511,4.896356,fair
1042,tilia cordata,15,10.16,52.359567,4.89636,good
1043,fagus sylvatica,15,10.16,52.36523,4.899006,excellent
1044,quercus robur,18,12.7,52.36502,4.896511,fair
1045,fagus sylvatica,18,12.7,52.365051,4.896665,good
1046,quercus robur,18,12.7,52.365096,4.89689,excellent
1047,fagus sylvatica,15,10.16,52.365133,4.897087,fair
1048,quercus robur,15,10.16,52.365113,4.898411,good
1049,quercus robur,15,10.16,52.365106,4.900862,excellent
1050,acer pseudoplatanus,9,7.62,52.364845,4.900997,fair
1051,ulmus minor,18,12.7,52.364924,4.900953,good
1052,ulmus minor,15,10.16,52.364739,4.895084,excellent
1053,fagus sylvatica,18,12.7,52.364693,4.89543,good
1054,acer pseudoplatanus,18,12.7,52.359077,4.898651,fair
1055,acer pseudoplatanus,15,10.16,52.364713,4.895277,good
1056,quercus robur,18,12.7,52.364279,4.895768,excellent
1057,fraxinus excelsior,18,12.7,52.3643,4.89604,fair
1058,fagus sylvatica,18,12.7,52.364179,4.896048,fair
1059,fraxinus excelsior,18,12.7,52.358987,4.898693,good
1060,quercus robur,15,10.16,52.364025,4.895784,good
1061,acer pseudoplatanus,15,10.16,52.363953,4.896065,excellent
1062,ulmus minor,15,10.16,52.363786,4.896074,good
1063,fagus sylvatica,9,7.62,52.363843,4.89607,fair
1064,acer pseudoplatanus,18,12.7,52.363672,4.896084,good
1065,fraxinus excelsior,15,10.16,52.360887,4.896008,good
1066,fagus sylvatica,9,7.62,52.36099,4.896258,excellent
1067,fagus sylvatica,15,10.16,52.360644,4.90093,excellent
1068,fagus sylvatica,9,7.62,52.360673,4.89628,fair
1069,tilia cordata,15,10.16,52.365683,4.899988,excellent
1070,fagus sylvatica,15,10.16,52.365705,4.900108,fair
1071,crataegus monogyna,15,10.16,52.361284,4.895981,good
1072,alnus glutinosa,15,10.16,52.365458,4.898827,excellent
1073,fagus sylvatica,15,10.16,52.365482,4.898955,fair
1074,quercus robur,15,10.16,52.365518,4.899147,good
1075,quercus robur,18,12.7,52.365538,4.899249,excellent
1076,acer pseudoplatanus,18,12.7,52.365574,4.899444,fair
1077,ulmus minor,18,12.7,52.359577,4.900646,good
1078,fraxinus excelsior,9,7.62,52.361977,4.897474,fair
1079,acer platanoides,15,10.16,52.362006,4.897632,good
1080,quercus robur,15,10.16,52.362041,4.897831,excellent
1081,alnus glutinosa,18,12.7,52.365138,4.892093,good
1082,quercus robur,18,12.7,52.365128,4.892155,excellent
1083,acer pseudoplatanus,24,17.78,52.362394,4.891095,excellent
1084,fraxinus excelsior,18,12.7,52.36262,4.889453,fair
1085,quercus robur,15,10.16,52.36252,4.890183,good
1086,ulmus minor,15,10.16,52.362672,4.889061,excellent
1087,acer platanoides,18,12.7,52.362355,4.891371,fair
1088,ulmus minor,18,12.7,52.360456,4.901008,excellent
1089,acer pseudoplatanus,15,10.16,52.365222,4.893483,excellent
1090,ulmus minor,15,10.16,52.365237,4.893376,fair
1091,quercus robur,15,10.16,52.365271,4.893118,good
1092,alnus glutinosa,15,10.16,52.362436,4.8889,fair
1093,quercus robur,15,10.16,52.359942,4.894116,good
1094,quercus robur,9,7.62,52.365257,4.89323,excellent
1095,fagus sylvatica,15,10.16,52.364839,4.894328,fair
1096,fagus sylvatica,18,12.7,52.366388,4.889265,excellent
1097,acer pseudoplatanus,9,7.62,52.360582,4.896286,fair
1098,quercus robur,9,7.62,52.360512,4.896289,good
1099,betula pendula,15,10.16,52.364894,4.893924,good
1100,acer pseudoplatanus,18,12.7,52.364909,4.893814,excellent
1101,acer pseudoplatanus,15,10.16,52.362863,4.895871,fair
1102,fagus sylvatica,24,17.78,52.360367,4.898114,fair
1103,acer platanoides,24,17.78,52.360266,4.898158,good
1104,acer platanoides,18,12.7,52.360187,4.898192,excellent
1105,fagus sylvatica,18,12.7,52.360274,4.9008,fair
1106,ulmus minor,18,12.7,52.360211,4.900908,good
1107,acer pseudoplatanus,15,10.16,52.362739,4.89615,excellent
1108,betula pendula,15,10.16,52.362624,4.896157,good
1109,quercus robur,18,12.7,52.361883,4.895928,excellent
1110,crataegus monogyna,18,12.7,52.365703,4.889819,fair
1111,ulmus minor,9,7.62,52.365709,4.890454,good
1112,quercus robur,15,10.16,52.362462,4.887446,excellent
1113,ulmus minor,15,10.16,52.361859,4.887235,fair
1114,acer pseudoplatanus,15,10.16,52.360031,4.892711,good
1115,ulmus minor,9,7.62,52.362323,4.887647,excellent
1116,acer platanoides,15,10.16,52.362088,4.895919,fair
1117,ulmus minor,15,10.16,52.366257,4.888844,fair
1118,crataegus monogyna,9,5.08,52.366135,4.889058,good
1119,quercus robur,15,10.16,52.361848,4.893112,excellent
1120,ulmus minor,15,10.16,52.361694,4.89428,fair
1121,fraxinus excelsior,15,10.16,52.361849,4.886648,good
1122,acer pseudoplatanus,24,17.78,52.360566,4.899918,fair
1123,alnus glutinosa,24,20.32,52.360494,4.90004,good
1124,tilia cordata,24,17.78,52.362309,4.895901,fair
1125,acer platanoides,15,10.16,52.361903,4.894694,good
1126,quercus robur,18,12.7,52.366266,4.889475,fair
1127,alnus glutinosa,9,7.62,52.366091,4.889782,excellent
1128,ulmus minor,18,12.7,52.365944,4.88939,good
1129,quercus robur,15,10.16,52.366146,4.88968,fair
1130,fraxinus excelsior,18,12.7,52.365523,4.890129,good
1131,quercus robur,15,10.16,52.361333,4.887732,fair
1132,acer platanoides,15,10.16,52.36111,4.888183,good
1133,quercus robur,15,10.16,52.361557,4.895281,good
1134,quercus robur,15,10.16,52.365654,4.890537,good
1135,fagus sylvatica,18,12.7,52.365643,4.889924,excellent
1136,quercus robur,18,12.7,52.360856,4.888737,fair
1137,fraxinus excelsior,15,10.16,52.362417,4.88773,good
1138,acer platanoides,9,7.62,52.36157,4.896674,fair
1139,crataegus monogyna,18,12.7,52.361575,4.895138,good
1140,ulmus minor,15,10.16,52.361596,4.894994,excellent
1141,acer platanoides,15,10.16,52.361615,4.894849,good
1142,acer pseudoplatanus,15,10.16,52.361635,4.894703,excellent
1143,tilia cordata,15,10.16,52.365474,4.891646,good
1144,acer platanoides,18,12.7,52.365581,4.890032,good
1145,ulmus minor,15,10.16,52.365203,4.891616,fair
1146,alnus glutinosa,15,10.16,52.361994,4.894031,good
1147,ulmus minor,15,10.16,52.361389,4.887615,excellent
1148,fagus sylvatica,9,7.62,52.361847,4.895088,fair
1149,fraxinus excelsior,18,12.7,52.365365,4.892423,excellent
1150,acer pseudoplatanus,18,12.7,52.365346,4.892555,fair
1151,acer platanoides,15,10.16,52.362013,4.893872,excellent
1152,betula pendula,18,12.7,52.362106,4.893217,fair
1153,tilia cordata,15,10.16,52.36197,4.894203,good
1154,fagus sylvatica,15,10.16,52.36189,4.894794,excellent
1155,ulmus minor,9,7.62,52.361944,4.894394,excellent
1156,ulmus minor,15,10.16,52.36193,4.894487,fair
1157,fraxinus excelsior,15,10.16,52.362092,4.893306,good
1158,tilia cordata,15,10.16,52.362287,4.900621,fair
1159,alnus glutinosa,9,7.62,52.362345,4.90093,good
1160,fagus sylvatica,15,10.16,52.362233,4.89227,fair
1161,acer platanoides,15,10.16,52.362199,4.892517,good
1162,fraxinus excelsior,15,10.16,52.361465,4.887453,excellent
1163,acer pseudoplatanus,15,10.16,52.361512,4.887358,fair
1164,acer platanoides,15,10.16,52.361563,4.887243,good
1165,tilia cordata,15,10.16,52.362225,4.885887,excellent
1166,quercus robur,18,12.7,52.365433,4.898681,good
1167,acer pseudoplatanus,18,12.7,52.362372,4.891236,excellent
1168,fraxinus excelsior,9,7.62,52.36269,4.888923,fair
1169,fagus sylvatica,15,10.16,52.36271,4.888773,good
1170,quercus robur,18,12.7,52.3603,4.900571,fair
1171,ulmus minor,15,10.16,52.362201,4.900173,good
1172,acer pseudoplatanus,15,10.16,52.362536,4.900558,excellent
1173,fraxinus excelsior,18,12.7,52.362754,4.888438,good
1174,quercus robur,15,10.16,52.362595,4.88963,excellent
1175,ulmus minor,18,12.7,52.360266,4.90065,good
1176,ulmus minor,18,12.7,52.360225,4.900739,excellent
1177,fagus sylvatica,18,12.7,52.361923,4.898623,fair
1178,betula pendula,24,17.78,52.361946,4.898747,good
1179,ulmus minor,18,12.7,52.362318,4.889748,good
1180,acer pseudoplatanus,15,10.16,52.362508,4.890267,excellent
1181,ulmus minor,18,12.7,52.362459,4.890627,fair
1182,acer platanoides,15,10.16,52.362413,4.890936,good
1183,alnus glutinosa,9,7.62,52.360988,4.896002,good
1184,quercus robur,18,12.7,52.362273,4.890072,fair
1185,acer pseudoplatanus,15,10.16,52.362233,4.890361,excellent
1186,acer pseudoplatanus,15,10.16,52.362254,4.892114,fair
1187,crataegus monogyna,9,5.08,52.360293,4.89996,fair
1188,alnus glutinosa,9,5.08,52.359562,4.88789,excellent
1189,fagus sylvatica,15,10.16,52.359305,4.888229,excellent
1190,quercus robur,9,7.62,52.358933,4.88876,excellent
1191,betula pendula,15,10.16,52.35879,4.888998,fair
1192,acer pseudoplatanus,15,10.16,52.359248,4.888218,fair
1193,acer pseudoplatanus,9,7.62,52.35866,4.889148,fair
1194,fagus sylvatica,9,5.08,52.359496,4.887962,excellent
1195,ulmus minor,9,7.62,52.359016,4.888461,fair
1196,fagus sylvatica,6,2.54,52.365462,4.900695,fair
1197,quercus robur,24,17.78,52.364175,4.887478,excellent
1198,quercus robur,18,12.7,52.364347,4.887199,excellent
